﻿#Powered_by_ParaTranz;;;;;;;;;;;;;x
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;x
CAN_58;下加拿大;;;;;;;;;;;;x
CAN_60;北魁北克;;;;;;;;;;;;x
ENG_68;滨海;;;;;;;;;;;;x
MEX_94;内华达;;;;;;;;;;;;x
MEX_97;犹他;;;;;;;;;;;;x
USA_201;佐治亚;;;;;;;;;;;;x
USA_205;南卡罗来纳;;;;;;;;;;;;x
ENG_258;康诺特;;;;;;;;;;;;x
SWE_334;马尔默;;;;;;;;;;;;x
RUS_343;赫尔辛基;;;;;;;;;;;;x
RUS_345;图尔库;;;;;;;;;;;;x
NET_379;泽兰;;;;;;;;;;;;x
HAN_528;下易北;;;;;;;;;;;;x
HAN_540;东弗里斯兰;;;;;;;;;;;;x
CHI_1540;江苏北部;;;;;;;;;;;;x
FRA_1878;几内亚比绍;;;;;;;;;;;;x
FRA_1883;几内亚;;;;;;;;;;;;x
POR_2054;索法拉;;;;;;;;;;;;x
MEX_2149;科阿韦拉;;;;;;;;;;;;x
MEX_2159;韦拉克鲁斯;;;;;;;;;;;;x
MEX_2172;墨西哥;;;;;;;;;;;;x
MEX_2181;恰帕斯;;;;;;;;;;;;x
PROV2146;加特;;;;;;;;;;;;x
PRU_544;梅克伦堡;;;;;;;;;;;;x
PRU_554;图灵根;;;;;;;;;;;;x
PRU_570;普法尔茨;;;;;;;;;;;;x
PRU_578;东莱茵兰;;;;;;;;;;;;x
SPA_610;加罗林群岛;;;;;;;;;;;;x
AUS_652;巴纳特;;;;;;;;;;;;x
MOL_676;比萨拉比亚;;;;;;;;;;;;x
PRU_684;上西里西亚;;;;;;;;;;;;x
PROV704;新松奇;;;;;;;;;;;;x
RUS_715;西加利西亚;;;;;;;;;;;;x
FRA_801;大溪地;;;;;;;;;;;;x
TUR_823;东马其顿;;;;;;;;;;;;x
TUR_880;卡斯塔莫努;;;;;;;;;;;;x
TUR_882;特拉比松;;;;;;;;;;;;x
TUR_890;凡城;;;;;;;;;;;;x
TUR_893;迪亚巴克尔;;;;;;;;;;;;x
TUR_894;阿达纳;;;;;;;;;;;;x
RUS_940;平斯克;;;;;;;;;;;;x
RUS_968;德涅斯特河里亚;;;;;;;;;;;;x
RUS_978;哈尔科夫;;;;;;;;;;;;x
JAP_1088;虾夷;;;;;;;;;;;;x
AST_1097;新喀里多尼亚;;;;;;;;;;;;x
PER_1116;马赞德兰;;;;;;;;;;;;x
PER_1128;洛雷斯坦;;;;;;;;;;;;x
PER_1132;胡齐斯坦;;;;;;;;;;;;x
PER_1140;克尔曼;;;;;;;;;;;;x
YEM_1178;萨那;;;;;;;;;;;;x
AFG_1209;喀布尔斯坦;;;;;;;;;;;;x
ENG_1243;本德尔肯德;;;;;;;;;;;;x
ENG_1244;阿瓦德;;;;;;;;;;;;x
NEP_1326;西喜马拉雅;;;;;;;;;;;;x
SIA_1352;北大年;;;;;;;;;;;;x
DAI_1369;东京;;;;;;;;;;;;x
DAI_1375;安南;;;;;;;;;;;;x
DAI_1380;交趾支那;;;;;;;;;;;;x
ENG_1384;南马来亚;;;;;;;;;;;;x
ENG_1391;北马来亚;;;;;;;;;;;;x
SIA_1392;阿瑜陀耶;;;;;;;;;;;;x
BRU_1394;西婆罗洲;;;;;;;;;;;;x
BRU_1396;沙巴;;;;;;;;;;;;x
NET_1401;锡亚克;;;;;;;;;;;;x
YEM_1412;亚丁;;;;;;;;;;;;x
NET_1413;西爪哇;;;;;;;;;;;;x
NET_1418;东爪哇;;;;;;;;;;;;x
NET_1423;东婆罗洲;;;;;;;;;;;;x
NET_1446;帝汶;;;;;;;;;;;;x
NET_1447;摩鹿加;;;;;;;;;;;;x
NET_1449;苏拉威西;;;;;;;;;;;;x
CHI_1468;蒙古西部;;;;;;;;;;;;x
CHI_1470;安徽南部;;;;;;;;;;;;x
CHI_1477;安徽北部;;;;;;;;;;;;x
CHI_1476;江苏北部;;;;;;;;;;;;x
CHI_1479;盛京;;;;;;;;;;;;x
CHI_1482;福建;;;;;;;;;;;;x
CHI_1485;台湾;;;;;;;;;;;;x
CHI_1493;广东东部;;;;;;;;;;;;x
CHI_1496;香港&澳门;;;;;;;;;;;;x
CHI_1502;广西;;;;;;;;;;;;x
CHI_1505;贵州;;;;;;;;;;;;x
CHI_1508;河南北部;;;;;;;;;;;;x
CHI_1509;河南南部;;;;;;;;;;;;x
CHI_1519;湖北西部;;;;;;;;;;;;x
CHI_1522;湖北东部;;;;;;;;;;;;x
CHI_1524;湖南北部;;;;;;;;;;;;x
CHI_1526;湖南南部;;;;;;;;;;;;x
CHI_1532;内蒙古;;;;;;;;;;;;x
CHI_1539;江苏南部;;;;;;;;;;;;x
CHI_1545;江西北部;;;;;;;;;;;;x
CHI_1547;江西南部;;;;;;;;;;;;x
CHI_1552;黑龙江;;;;;;;;;;;;x
CHI_1555;吉林;;;;;;;;;;;;x
CHI_1559;陕西;;;;;;;;;;;;x
CHI_1563;山东西部;;;;;;;;;;;;x
CHI_1565;山东东部;;;;;;;;;;;;x
CHI_1572;山西;;;;;;;;;;;;x
CHI_1578;四川西部;;;;;;;;;;;;x
CHI_1579;四川东部;;;;;;;;;;;;x
CHI_1594;喀什噶尔;;;;;;;;;;;;x
CHI_1601;云南;;;;;;;;;;;;x
CHI_1604;浙江北部;;;;;;;;;;;;x
CHI_1610;浙江南部;;;;;;;;;;;;x
CHI_1612;河北北部;;;;;;;;;;;;x
CHI_1614;河北南部;;;;;;;;;;;;x
JAP_1654;小笠原群岛;;;;;;;;;;;;x
ALD_1713;中央撒哈拉北部;;;;;;;;;;;;x
TRI_1731;的黎波里塔尼亚;;;;;;;;;;;;x
TRI_1735;昔兰尼加;;;;;;;;;;;;x
TRI_1740;费赞;;;;;;;;;;;;x
EGY_1745;开罗;;;;;;;;;;;;x
EGY_1751;亚历山大;;;;;;;;;;;;x
EGY_1753;盖塔拉;;;;;;;;;;;;x
EGY_1755;西奈;;;;;;;;;;;;x
ENG_1844;苏德;;;;;;;;;;;;x
ETH_1852;贝根德尔;;;;;;;;;;;;x
ETH_1853;提格雷;;;;;;;;;;;;x
ETH_1859;绍阿;;;;;;;;;;;;x
ETH_1862;吉贝;;;;;;;;;;;;x
ETH_1865;哈勒尔盖;;;;;;;;;;;;x
SOM_1868;南索马里兰;;;;;;;;;;;;x
SOM_1872;北索马里兰;;;;;;;;;;;;x
ASH_1909;黄金海岸;;;;;;;;;;;;x
SOK_1934;比亚法拉;;;;;;;;;;;;x
SOK_1937;武卡里;;;;;;;;;;;;x
SOK_1945;卡诺;;;;;;;;;;;;x
SPA_1955;赤道几内亚;;;;;;;;;;;;x
SOK_1963;恩冈代雷;;;;;;;;;;;;x
FRA_1970;班加苏;;;;;;;;;;;;x
BEL_1996;东刚果;;;;;;;;;;;;x
BEL_2034;卢旺达-乌隆迪;;;;;;;;;;;;x
ENG_2036;桑给巴尔;;;;;;;;;;;;x
ENG_2044;坦噶尼喀;;;;;;;;;;;;x
ENG_2048;桑给巴尔;;;;;;;;;;;;x
ENG_2067;尼亚萨兰;;;;;;;;;;;;x
ENG_2068;马绍纳兰;;;;;;;;;;;;x
ENG_2071;马塔贝莱兰;;;;;;;;;;;;x
ENG_2094;金伯利;;;;;;;;;;;;x
UCA_2193;洪都拉斯;;;;;;;;;;;;x
CHI_2221;江苏南部;;;;;;;;;;;;x
NET_2235;背风群岛;;;;;;;;;;;;x
PEU_2308;阿里卡;;;;;;;;;;;;x
BOL_2309;安托法加斯塔;;;;;;;;;;;;x
ARG_2360;恩特雷里奥斯;;;;;;;;;;;;x
ARG_2374;卡塔马卡;;;;;;;;;;;;x
BRZ_2421;戈亚斯;;;;;;;;;;;;x
BRZ_2461;圣卡塔琳娜;;;;;;;;;;;;x
AST_2534;所罗门群岛;;;;;;;;;;;;x
AST_2535;美拉尼西亚群岛;;;;;;;;;;;;x
AUS_2538;伏伊伏丁那;;;;;;;;;;;;x
TON_2540;汤加;;;;;;;;;;;;x
USA_2543;萨摩亚;;;;;;;;;;;;x
RUS_2587;科拉;;;;;;;;;;;;x
CHI_2678;外蒙古;;;;;;;;;;;;x
PROV2628;奥科斯;;;;;;;;;;;;x
PROV3249;圣诞岛;;;;;;;;;;;;x
PROV3250;死海;;;;;;;;;;;;x
PROV3251;伍兹湖;;;;;;;;;;;;x
PROV3252;尼皮辛湖;;;;;;;;;;;;x
PROV3253;锡姆科湖;;;;;;;;;;;;x
PROV3254;温尼贝戈湖;;;;;;;;;;;;x
PROV3255;伊贝拉湖;;;;;;;;;;;;x
PROV3256;圣让湖;;;;;;;;;;;;x
PROV3257;曼尼古根湖;;;;;;;;;;;;x
PROV3258;米斯塔西尼湖;;;;;;;;;;;;x
PROV3259;萨卡米湖;;;;;;;;;;;;x
PROV3260;罗伯斯蒂克湖;;;;;;;;;;;;x
PROV3261;比恩维尔湖;;;;;;;;;;;;x
PROV3262;清水湖;;;;;;;;;;;;x
PROV3263;库利纳阿拉鲁克湖;;;;;;;;;;;;x
PROV3264;戈兹莱克;;;;;;;;;;;;x
PROV3265;伍拉斯顿湖;;;;;;;;;;;;x
PROV3266;克里湖;;;;;;;;;;;;x
PROV3267;丘吉尔湖;;;;;;;;;;;;x
PROV3268;纽埃尔廷湖;;;;;;;;;;;;x
PROV3269;卡斯巴湖;;;;;;;;;;;;x
PROV3270;霍尔达亚湖;;;;;;;;;;;;x
PROV3271;杜邦特湖;;;;;;;;;;;;x
PROV3272;亚斯凯德湖;;;;;;;;;;;;x
PROV3273;贝克湖;;;;;;;;;;;;x
PROV3274;舒尔茨湖;;;;;;;;;;;;x
PROV3275;阿伯丁湖;;;;;;;;;;;;x
PROV3276;克林顿科尔登湖;;;;;;;;;;;;x
PROV3277;威利斯顿湖;;;;;;;;;;;;x
PROV3278;奥基乔比湖;;;;;;;;;;;;x
PROV3279;图兹湖;;;;;;;;;;;;x
PROV3280;塞凡湖;;;;;;;;;;;;x
PROV3281;大卡尔拉湖;;;;;;;;;;;;x
PROV3282;皮海湖;;;;;;;;;;;;x
PROV3283;日内瓦湖;;;;;;;;;;;;x
PROV3284;博登湖;;;;;;;;;;;;x
PROV1;锡特卡;;;;;;;;;;;;x
PROV2;亚库塔特;;;;;;;;;;;;x
PROV3;坂能;;;;;;;;;;;;x
PROV4;高萩;;;;;;;;;;;;x
PROV5;行田;;;;;;;;;;;;x
PROV6;袖浦;;;;;;;;;;;;x
PROV7;本宫;;;;;;;;;;;;x
PROV9;托尔斯塔德;;;;;;;;;;;;x
PROV11;奥登克平;;;;;;;;;;;;x
PROV13;夏州;;;;;;;;;;;;x
PROV14;定国;;;;;;;;;;;;x
PROV15;荣州;;;;;;;;;;;;x
PROV16;招摇山;;;;;;;;;;;;x
PROV17;塘湾;;;;;;;;;;;;x
PROV18;双港;;;;;;;;;;;;x
PROV19;伊予;;;;;;;;;;;;x
PROV20;文渊谷;;;;;;;;;;;;x
PROV21;轩谷;;;;;;;;;;;;x
PROV22;白泽湖;;;;;;;;;;;;x
PROV23;桐城;;;;;;;;;;;;x
PROV24;黄嘉;;;;;;;;;;;;x
PROV25;大桥经;;;;;;;;;;;;x
PROV26;罗岭;;;;;;;;;;;;x
PROV27;大龙山;;;;;;;;;;;;x
PROV28;五衡;;;;;;;;;;;;x
PROV30;斯特伦克平;;;;;;;;;;;;x
PROV31;赫莱比;;;;;;;;;;;;x
PROV32;斯堪德维克;;;;;;;;;;;;x
PROV33;澹桥;;;;;;;;;;;;x
PROV34;伯格斯维克;;;;;;;;;;;;x
PROV35;怡秀;;;;;;;;;;;;x
PROV36;于尔亨维克;;;;;;;;;;;;x
PROV37;瓦尔加;;;;;;;;;;;;x
PROV38;特雷克平;;;;;;;;;;;;x
PROV39;莱弗马克;;;;;;;;;;;;x
PROV40;斯托尔姆比;;;;;;;;;;;;x
PROV41;福克尔堡;;;;;;;;;;;;x
PROV42;斯丢勒堡;;;;;;;;;;;;x
PROV43;米尔达维德利申;;;;;;;;;;;;x
PROV45;斯托勒;;;;;;;;;;;;x
PROV46;奈斯沃伯根;;;;;;;;;;;;x
PROV47;艾雅法拉约库尔;;;;;;;;;;;;x
PROV48;斯坦因堡;;;;;;;;;;;;x
PROV49;基丘拜亚尔克勒伊斯蒂尔;;;;;;;;;;;;x
PROV50;萨德维卡;;;;;;;;;;;;x
PROV51;鲁斯卡森;;;;;;;;;;;;x
PROV52;奥拉夫港;;;;;;;;;;;;x
PROV53;瑟克兰茨;;;;;;;;;;;;x
PROV54;勒滕;;;;;;;;;;;;x
PROV55;勒夫比;;;;;;;;;;;;x
PROV56;贝斯提尔纳;;;;;;;;;;;;x
PROV57;斯伯瑞巴克;;;;;;;;;;;;x
PROV58;腓特烈斯塔德;;;;;;;;;;;;x
PROV59;伊耶尔特雷斯克;;;;;;;;;;;;x
PROV60;卡尔玛堡;;;;;;;;;;;;x
PROV61;达赫尔堡;;;;;;;;;;;;x
PROV62;布洛德维克;;;;;;;;;;;;x
PROV63;里尔克平;;;;;;;;;;;;x
PROV64;诺尔比;;;;;;;;;;;;x
PROV65;埃里克港;;;;;;;;;;;;x
PROV66;许斯伯尔;;;;;;;;;;;;x
PROV67;巴萨玛恩;;;;;;;;;;;;x
PROV68;新奥胡斯;;;;;;;;;;;;x
PROV69;克里斯蒂安堡;;;;;;;;;;;;x
PROV70;恩城;;;;;;;;;;;;x
PROV71;弗雷萨堡;;;;;;;;;;;;x
PROV72;新耶灵;;;;;;;;;;;;x
PROV73;奥拉夫斯塔德;;;;;;;;;;;;x
PROV74;霍尔梅堡;;;;;;;;;;;;x
PROV75;布约克维克;;;;;;;;;;;;x
PROV76;斯谢费戈德;;;;;;;;;;;;x
PROV77;瑟霍尔姆;;;;;;;;;;;;x
PROV78;孝肃;;;;;;;;;;;;x
PROV79;华中;;;;;;;;;;;;x
PROV80;云州;;;;;;;;;;;;x
PROV81;祁州;;;;;;;;;;;;x
PROV82;瑞林;;;;;;;;;;;;x
PROV83;瑞安;;;;;;;;;;;;x
PROV84;三宝;;;;;;;;;;;;x
PROV85;兴业;;;;;;;;;;;;x
PROV86;东极山;;;;;;;;;;;;x
PROV87;东海;;;;;;;;;;;;x
PROV88;玉田山;;;;;;;;;;;;x
PROV89;永乐;;;;;;;;;;;;x
PROV90;诺沃港;;;;;;;;;;;;x
PROV91;门州;;;;;;;;;;;;x
PROV92;盈江;;;;;;;;;;;;x
PROV93;新州;;;;;;;;;;;;x
PROV94;镇东府;;;;;;;;;;;;x
PROV95;大荒;;;;;;;;;;;;x
PROV96;青马;;;;;;;;;;;;x
PROV97;建设;;;;;;;;;;;;x
PROV98;宜城;;;;;;;;;;;;x
PROV99;新河;;;;;;;;;;;;x
PROV100;福塔雷萨;;;;;;;;;;;;x
PROV101;亚奎里拉;;;;;;;;;;;;x
PROV102;尼古拉斯;;;;;;;;;;;;x
PROV103;大关;;;;;;;;;;;;x
PROV104;美景市;;;;;;;;;;;;x
PROV105;克鲁兹;;;;;;;;;;;;x
PROV106;玉林;;;;;;;;;;;;x
PROV107;德宽;;;;;;;;;;;;x
PROV108;龙石桥;;;;;;;;;;;;x
PROV109;劳丰;;;;;;;;;;;;x
PROV110;龙山;;;;;;;;;;;;x
PROV111;长丰;;;;;;;;;;;;x
PROV112;集贤;;;;;;;;;;;;x
PROV113;华湘;;;;;;;;;;;;x
PROV114;海口;;;;;;;;;;;;x
PROV115;菱湖;;;;;;;;;;;;x
PROV116;石华;;;;;;;;;;;;x
PROV117;斯洛特肖姆;;;;;;;;;;;;x
PROV118;克瓦尼贝;;;;;;;;;;;;x
PROV119;德勒苏德;;;;;;;;;;;;x
PROV120;朱忒斯;;;;;;;;;;;;x
PROV121;科兰讷斯尼瓦雷斯;;;;;;;;;;;;x
PROV122;格兰德斯;;;;;;;;;;;;x
PROV123;雷诺;;;;;;;;;;;;x
PROV124;潘尼马哈;;;;;;;;;;;;x
PROV125;索克;;;;;;;;;;;;x
PROV126;卡瓦尼尔;;;;;;;;;;;;x
PROV127;贝尔热拉克;;;;;;;;;;;;x
PROV128;新兰卡斯特;;;;;;;;;;;;x
PROV129;圣乔治;;;;;;;;;;;;x
PROV130;塔勒库阿;;;;;;;;;;;;x
PROV131;普莱桑斯;;;;;;;;;;;;x
PROV132;圣萨尔瓦多;;;;;;;;;;;;x
PROV133;塞古罗港;;;;;;;;;;;;x
PROV134;赫奎辛格;;;;;;;;;;;;x
PROV135;坎普拉古;;;;;;;;;;;;x
PROV136;费拉迪圣安娜;;;;;;;;;;;;x
PROV137;新里斯本;;;;;;;;;;;;x
PROV138;纳塔尔;;;;;;;;;;;;x
PROV139;新奥尔良;;;;;;;;;;;;x
PROV140;巴吞鲁日;;;;;;;;;;;;x
PROV141;亨利湖;;;;;;;;;;;;x
PROV142;布吕库特;;;;;;;;;;;;x
PROV143;三河城;;;;;;;;;;;;x
PROV144;热泉;;;;;;;;;;;;x
PROV145;奥萨尔克;;;;;;;;;;;;x
PROV146;圣马丁;;;;;;;;;;;;x
PROV147;阿伦戴尔;;;;;;;;;;;;x
PROV148;拉加莱特;;;;;;;;;;;;x
PROV149;哈文特;;;;;;;;;;;;x
PROV150;普林维尔堡;;;;;;;;;;;;x
PROV151;萨宾;;;;;;;;;;;;x
PROV152;里纳德;;;;;;;;;;;;x
PROV153;杜普拉特;;;;;;;;;;;;x
PROV154;弗克索;;;;;;;;;;;;x
PROV155;霍拉尔堡;;;;;;;;;;;;x
PROV156;索克;;;;;;;;;;;;x
PROV157;阿斯克亚维德略弗约德;;;;;;;;;;;;x
PROV158;延恩堡;;;;;;;;;;;;x
PROV159;密尔沃基;;;;;;;;;;;;x
PROV160;阿斯加塞拉;;;;;;;;;;;;x
PROV161;瓦拉德考根;;;;;;;;;;;;x
PROV162;拉姆瑟亚;;;;;;;;;;;;x
PROV163;托伯尔;;;;;;;;;;;;x
PROV164;拉布乔格伦达;;;;;;;;;;;;x
PROV165;提尔尼塞特;;;;;;;;;;;;x
PROV166;克雷夫库尔堡;;;;;;;;;;;;x
PROV167;布莱特维尔;;;;;;;;;;;;x
PROV168;阿森松;;;;;;;;;;;;x
PROV169;维尔蒙德舍恩;;;;;;;;;;;;x
PROV170;杜夫尔;;;;;;;;;;;;x
PROV171;阿斯玛卡;;;;;;;;;;;;x
PROV172;特劳茨考根;;;;;;;;;;;;x
PROV173;朗斯莫恩;;;;;;;;;;;;x
PROV174;奥斯莫恩;;;;;;;;;;;;x
PROV175;萨吉诺;;;;;;;;;;;;x
PROV176;奥达斯沃克;;;;;;;;;;;;x
PROV177;奥泰斯塔德;;;;;;;;;;;;x
PROV178;新尼达罗斯;;;;;;;;;;;;x
PROV179;斯基维克;;;;;;;;;;;;x
PROV180;斯克尔德比;;;;;;;;;;;;x
PROV181;斯特勒姆堡;;;;;;;;;;;;x
PROV182;洛克内斯;;;;;;;;;;;;x
PROV183;拉比什;;;;;;;;;;;;x
PROV184;安特里姆;;;;;;;;;;;;x
PROV185;柯尔贝尔;;;;;;;;;;;;x
PROV186;克拉拉堡;;;;;;;;;;;;x
PROV187;帕杜查;;;;;;;;;;;;x
PROV188;阿莱特;;;;;;;;;;;;x
PROV189;黎塞留;;;;;;;;;;;;x
PROV190;布瓦洛夫雷;;;;;;;;;;;;x
PROV191;凡尔赛;;;;;;;;;;;;x
PROV192;罗沙利;;;;;;;;;;;;x
PROV193;布兰维尔;;;;;;;;;;;;x
PROV194;比洛克西;;;;;;;;;;;;x
PROV195;图卢兹堡;;;;;;;;;;;;x
PROV196;布卢瓦;;;;;;;;;;;;x
PROV197;莫比尔;;;;;;;;;;;;x
PROV198;塔拉哈西;;;;;;;;;;;;x
PROV199;丹多洛港;;;;;;;;;;;;x
PROV200;里亚尔托;;;;;;;;;;;;x
PROV201;图鲁斯堡;;;;;;;;;;;;x
PROV202;阿让唐;;;;;;;;;;;;x
PROV203;百慕大;;;;;;;;;;;;x
PROV204;新昂古莱姆;;;;;;;;;;;;x
PROV205;王家港;;;;;;;;;;;;x
PROV206;复活城;;;;;;;;;;;;x
PROV207;圣埃朗诺;;;;;;;;;;;;x
PROV208;蒂弗顿;;;;;;;;;;;;x
PROV209;理查维尔;;;;;;;;;;;;x
PROV210;国王堡;;;;;;;;;;;;x
PROV211;维勒法兰舍;;;;;;;;;;;;x
PROV212;蓬沃德兰;;;;;;;;;;;;x
PROV213;莫兰维尔兹角;;;;;;;;;;;;x
PROV214;维尔塞特;;;;;;;;;;;;x
PROV215;蒙穆斯克;;;;;;;;;;;;x
PROV216;罗阿诺凯;;;;;;;;;;;;x
PROV217;梅斯;;;;;;;;;;;;x
PROV218;布里塔斯;;;;;;;;;;;;x
PROV219;瓦卢瓦角;;;;;;;;;;;;x
PROV220;大西洋布鲁塞尔;;;;;;;;;;;;x
PROV221;阿尔金;;;;;;;;;;;;x
PROV222;勒布卢瓦堡;;;;;;;;;;;;x
PROV223;乔治堡;;;;;;;;;;;;x
PROV224;新安伐;;;;;;;;;;;;x
PROV225;希纳伊;;;;;;;;;;;;x
PROV226;瓦尔德斯;;;;;;;;;;;;x
PROV227;哈瑟尔堡;;;;;;;;;;;;x
PROV228;劳伦特港;;;;;;;;;;;;x
PROV229;马林;;;;;;;;;;;;x
PROV230;路德;;;;;;;;;;;;x
PROV231;克莱尔港;;;;;;;;;;;;x
PROV232;瓦卢瓦港;;;;;;;;;;;;x
